sku,category_1_name,category_2_name,category_3_name,category_4_name,category_5_name,collection_real_launch_date_date,product_first_order_date,descricao_cor,familia_cor_nome
2275_40130843_0_38,Feminino,Moda,Roupas,Calças,Flare,2015-09-02,2015-09-02,PRETO,PRETO
2277_40130843_0_38,Feminino,Moda,Roupas,Macacão,Macaquinho,2015-09-02,2015-09-15,PRETO,PRETO
2277_40130843_0_42,Feminino,Moda,Roupas,Macacão,Macaquinho,2015-09-02,2015-09-11,PRETO,PRETO
2279_1000058_0_40,Feminino,Moda,Roupas,Blusas,Regatas,2015-09-02,2015-09-09,OFF-WHITE,BRANCO
2279_67_0_42,Feminino,Moda,Roupas,Blusas,Regatas,2015-09-02,2015-09-06,MEDITERRÃ?NEO,AZUL
2279_73_0_40,Feminino,Moda,Roupas,Blusas,Regatas,2015-09-02,2015-09-02,CHAINS PRETA,PRETO
2283_40130843_0_38,Feminino,Moda,Roupas,Vestidos,Curto,2015-09-02,2015-09-14,PRETO,PRETO
2283_73_0_38,Feminino,Moda,Roupas,Vestidos,Curto,2015-09-02,2015-09-03,CHAINS PRETA,PRETO
2283_75_0_42,Feminino,Moda,Roupas,Vestidos,Curto,2015-09-02,2015-09-02,CHAINS VERMELHA,VERMELHO
2285_71_0_P,Feminino,Moda,Roupas,Vestidos,Curto,2015-09-02,2015-09-25,RIVIERA,VERDE
2287_1000058_0_38,Feminino,Moda,Roupas,Blusas,Regatas,2015-09-02,2015-09-02,OFF-WHITE,BRANCO
2287_40130843_0_38,Feminino,Moda,Roupas,Blusas,Regatas,2015-09-02,2015-09-02,PRETO,PRETO
2287_40130843_0_44,Feminino,Moda,Roupas,Blusas,Regatas,2015-09-02,2015-09-08,PRETO,PRETO
2289_1000058_0_M,Feminino,Moda,Roupas,Suéters & Cardigãs,Tricôs,2015-09-02,2015-09-10,OFF-WHITE,BRANCO
2289_1000058_0_M,Feminino,Moda,Roupas,Blusas,Blusas,2015-09-02,2015-09-10,OFF-WHITE,BRANCO
2291_63_0_38,Feminino,Moda,Roupas,Calças,Skinny,2015-09-02,2015-09-02,CAPRI,AZUL
2291_67_0_42,Feminino,Moda,Roupas,Calças,Skinny,2015-09-02,2015-09-09,MEDITERRÃ?NEO,AZUL
2293_1000032_0_38,Feminino,Moda,Roupas,Vestidos,Curto,2015-09-02,2015-09-04,MARINHO,AZUL
2293_1000032_0_44,Feminino,Moda,Roupas,Vestidos,Curto,2015-09-02,2015-09-12,MARINHO,AZUL
2293_1000054_0_42,Feminino,Moda,Roupas,Vestidos,Curto,2015-09-02,2015-09-02,CARAMELO,MARROM
2295_40130843_0_36,Feminino,Moda,Roupas,Vestidos,Curto,2015-09-02,2015-09-10,PRETO,PRETO
2295_40130843_0_42,Feminino,Moda,Roupas,Vestidos,Curto,2015-09-02,2015-09-02,PRETO,PRETO
2299_40130843_0_G,Feminino,Moda,Roupas,Macacão,Macacão,2015-09-02,2015-09-18,PRETO,PRETO
2299_40130843_0_M,Feminino,Moda,Roupas,Macacão,Macacão,2015-09-02,2015-09-19,PRETO,PRETO
2303_1000058_0_42,Feminino,Moda,Roupas,Saias,Midi,2015-09-02,2015-09-02,OFF-WHITE,BRANCO
2303_1000096_0_36,Feminino,Moda,Roupas,Saias,Midi,2015-09-02,2015-09-02,AZUL ESCURO,AZUL
2303_1000096_0_38,Feminino,Moda,Roupas,Saias,Midi,2015-09-02,2015-09-02,AZUL ESCURO,AZUL
2305_65_0_G,Feminino,Moda,Roupas,Jaquetas & Casacos,Casacos,2015-09-02,2015-09-22,PEIXES,AZUL
2305_65_0_M,Feminino,Moda,Roupas,Jaquetas & Casacos,Casacos,2015-09-02,2015-09-24,PEIXES,AZUL
2305_65_0_P,Feminino,Moda,Roupas,Jaquetas & Casacos,Casacos,2015-09-02,2015-09-09,PEIXES,AZUL
2305_73_0_G,Feminino,Moda,Roupas,Jaquetas & Casacos,Casacos,2015-09-02,2015-09-08,CHAINS PRETA,PRETO
2305_73_0_P,Feminino,Moda,Roupas,Jaquetas & Casacos,Casacos,2015-09-02,2015-09-25,CHAINS PRETA,PRETO
2309_67_0_38,Feminino,Moda,Roupas,Calças,Reta,2015-09-02,2015-09-28,MEDITERRÃ?NEO,AZUL
2309_73_0_38,Feminino,Moda,Roupas,Calças,Reta,2015-09-02,2015-09-22,CHAINS PRETA,PRETO
2311_1000044_0_44,Feminino,Moda,Roupas,Calças,Skinny,2015-09-02,2016-04-20,SALMÃ?O,ROSA
2311_1000058_0_38,Feminino,Moda,Roupas,Calças,Skinny,2015-09-02,2015-10-01,OFF-WHITE,BRANCO
2311_40130843_0_36,Feminino,Moda,Roupas,Calças,Skinny,2015-09-02,2015-11-24,PRETO,PRETO
2313_1000020_0_G,Feminino,Moda,Roupas,Coletes & Kimonos,Coletes,2015-09-02,2015-11-06,AMARELO,AMARELO
2313_1000032_0_G,Feminino,Moda,Roupas,Coletes & Kimonos,Coletes,2015-09-02,2015-09-25,MARINHO,AZUL
2313_1000032_0_P,Feminino,Moda,Roupas,Coletes & Kimonos,Coletes,2015-09-02,2015-09-03,MARINHO,AZUL
2315_1000012_0_P,Feminino,Moda,Roupas,Saias,Midi,2015-09-02,2015-09-22,BEGE,BEGE
2317_1000024_0_G,Feminino,Moda,Roupas,Suéters & Cardigãs,,2015-09-02,2015-09-08,VERMELHO,VERMELHO
2361_1000030_0_GG,Feminino,Moda,Roupas,Jaquetas & Casacos,Jaquetas,1969-12-31,2015-11-23,AZUL,AZUL
2361_40130843_0_G,Feminino,Moda,Roupas,Jaquetas & Casacos,Jaquetas,1969-12-31,2015-11-24,PRETO,PRETO
2361_40130843_0_P,Feminino,Moda,Roupas,Jaquetas & Casacos,Jaquetas,1969-12-31,2015-11-17,PRETO,PRETO
243_1000012_0_G,Feminino,Moda,Roupas,Blusas,Blusas,2015-05-04,2015-05-06,BEGE,BEGE
247_1000078_0_G,Feminino,Moda,Roupas,Blusas,Cropped,2015-05-04,2015-05-23,TAUPE,BEGE
247_1000078_0_P,Feminino,Moda,Roupas,Blusas,Cropped,2015-05-04,2015-05-06,TAUPE,BEGE
2497_1000030_0_M,Feminino,Moda,Praia,Calcinhas,Slip,2015-10-01,2015-11-26,AZUL,AZUL
2497_93_0_M,Feminino,Moda,Praia,Calcinhas,Slip,2015-10-01,2015-10-13,BUBBLES,AZUL
249_1000016_0_M,Feminino,Moda,Roupas,Blusas,Camisetas,2015-05-04,2015-05-01,MARROM,MARROM
2501_1000020_0_G,Feminino,Moda,Praia,Calcinhas,Slip,2015-10-01,2015-11-27,AMARELO,AMARELO
2501_1000030_0_G,Feminino,Moda,Praia,Calcinhas,Slip,2015-10-01,2015-10-27,AZUL,AZUL
2503_87_0_G,Feminino,Moda,Praia,Calcinhas,,2015-10-01,2015-09-28,ARABESCO POWER VERMELHO,VERMELHO
2507_119_0_G,Feminino,Moda,Praia,Calcinhas,Hot Pants,2015-10-01,2015-10-23,FLORESTA,VERDE
2507_123_0_P,Feminino,Moda,Praia,Calcinhas,Hot Pants,2015-10-01,2015-12-09,MAR OMBRE,AZUL
2507_127_0_M,Feminino,Moda,Praia,Calcinhas,Hot Pants,2015-10-01,2015-09-28,NAVY MARINHO,AZUL
2509_1000032_0_P,Feminino,Moda,Praia,Calcinhas,,2015-10-01,2015-09-28,MARINHO,AZUL
2509_40130847_0_P,Feminino,Moda,Praia,Calcinhas,,2015-10-01,2015-09-28,BRANCO,BRANCO
2511_1000022_0_G,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-10-28,LARANJA,LARANJA
2511_1000022_0_P,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-11-24,LARANJA,LARANJA
2511_1000032_0_M,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-12-12,MARINHO,AZUL
2511_1000036_0_M,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-11-16,CORAL,LARANJA
2511_1000110_0_M,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-12-16,VERDE AGUA,VERDE
2511_115_0_G,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-12-16,COBRA CLASSY AZUL,AZUL
2511_127_0_P,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-10-20,NAVY MARINHO,AZUL
2511_40130843_0_M,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-09-30,PRETO,PRETO
2511_40130847_0_G,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-09-29,BRANCO,BRANCO
2511_87_0_P,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-09-28,ARABESCO POWER VERMELHO,VERMELHO
2513_103_0_P,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2016-04-25,NEW IKAT AZUL,AZUL
2513_105_0_M,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2016-01-12,NEW IKAT PINK,ROSA
2513_107_0_G,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-12-30,SIMETRIA PB,PRETO
2513_111_0_P,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-12-30,TAJ LARANJA,LARANJA
2513_113_0_M,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-12-30,BANANAS,ROSA
2513_129_0_P,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-11-05,LISTRAS VERMELHO,VERMELHO
2513_87_0_M,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-11-05,ARABESCO POWER VERMELHO,VERMELHO
2513_91_0_G,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-11-27,BARQUINHOS,AZUL
2513_91_0_P,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-10-30,BARQUINHOS,AZUL
2513_97_0_G,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-11-09,ROPES,DOURADO
2513_97_0_M,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-11-03,ROPES,DOURADO
2513_97_0_P,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-11-02,ROPES,DOURADO
2513_99_0_G,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2016-02-20,BALI INDIGO,AZUL
2513_99_0_M,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-12-28,BALI INDIGO,AZUL
2515_101_0_M,Feminino,Moda,Praia,Calcinhas,Slip,2015-10-01,2015-11-19,BOHO SOFT,ROSA
2515_103_0_P,Feminino,Moda,Praia,Calcinhas,Slip,2015-10-01,2015-11-12,NEW IKAT AZUL,AZUL
2515_40130843_0_P,Feminino,Moda,Praia,Calcinhas,Slip,2015-10-01,2015-10-05,PRETO,PRETO
2515_97_0_G,Feminino,Moda,Praia,Calcinhas,Slip,2015-10-01,2015-10-07,ROPES,DOURADO
2517_105_0_G,Feminino,Moda,Praia,Calcinhas,Slip,2015-10-01,2015-10-27,NEW IKAT PINK,ROSA
2519_111_0_P,Feminino,Moda,Praia,Calcinhas,,2015-10-01,2015-10-28,TAJ LARANJA,LARANJA
2521_1000030_0_M,Feminino,Moda,Praia,Calcinhas,Borboleta,2015-10-01,2016-01-04,AZUL,AZUL
2521_1000030_0_P,Feminino,Moda,Praia,Calcinhas,Borboleta,2015-10-01,2016-02-01,AZUL,AZUL
2521_1000088_0_M,Feminino,Moda,Praia,Calcinhas,Borboleta,2015-10-01,2015-12-23,PINK,ROSA
2521_101_0_M,Feminino,Moda,Praia,Calcinhas,Borboleta,2015-10-01,2015-11-14,BOHO SOFT,ROSA
2521_103_0_G,Feminino,Moda,Praia,Calcinhas,Borboleta,2015-10-01,2015-11-27,NEW IKAT AZUL,AZUL
2521_105_0_G,Feminino,Moda,Praia,Calcinhas,Borboleta,2015-10-01,2015-11-27,NEW IKAT PINK,ROSA
2521_105_0_M,Feminino,Moda,Praia,Calcinhas,Borboleta,2015-10-01,2015-11-26,NEW IKAT PINK,ROSA
2521_107_0_G,Feminino,Moda,Praia,Calcinhas,Borboleta,2015-10-01,2015-11-19,SIMETRIA PB,PRETO
2521_107_0_P,Feminino,Moda,Praia,Calcinhas,Borboleta,2015-10-01,2015-11-26,SIMETRIA PB,PRETO
2521_109_0_G,Feminino,Moda,Praia,Calcinhas,Borboleta,2015-10-01,2015-12-16,TAJ AMARELO,AMARELO
2521_115_0_G,Feminino,Moda,Praia,Calcinhas,Borboleta,2015-10-01,2015-12-28,COBRA CLASSY AZUL,AZUL
2521_121_0_M,Feminino,Moda,Praia,Calcinhas,Borboleta,2015-10-01,2015-12-29,FOLHAGEM TRENDY,VERDE
2521_99_0_M,Feminino,Moda,Praia,Calcinhas,Borboleta,2015-10-01,2015-11-13,BALI INDIGO,AZUL
2521_99_0_P,Feminino,Moda,Praia,Calcinhas,Borboleta,2015-10-01,2015-11-21,BALI INDIGO,AZUL
2523_40130843_0_G,Feminino,Moda,Praia,Calcinhas,Slip,2015-10-01,2016-01-15,PRETO,PRETO
2523_40130847_0_M,Feminino,Moda,Praia,Calcinhas,Slip,2015-10-01,2016-01-06,BRANCO,BRANCO
2525_103_0_G,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-12-26,NEW IKAT AZUL,AZUL
2525_103_0_M,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-12-16,NEW IKAT AZUL,AZUL
2525_111_0_G,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-12-21,TAJ LARANJA,LARANJA
2525_40130843_0_P,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-12-16,PRETO,PRETO
2525_40130847_0_P,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2016-01-17,BRANCO,BRANCO
2527_1000094_0_M,Feminino,Moda,Praia,Calcinhas,Slip,2015-10-01,2015-11-03,AZUL CLARO,AZUL
2527_121_0_M,Feminino,Moda,Praia,Calcinhas,Slip,2015-10-01,2015-12-12,FOLHAGEM TRENDY,VERDE
2527_121_0_P,Feminino,Moda,Praia,Calcinhas,Slip,2015-10-01,2015-10-29,FOLHAGEM TRENDY,VERDE
2527_40130843_0_M,Feminino,Moda,Praia,Calcinhas,Slip,2015-10-01,2015-10-28,PRETO,PRETO
2527_83_0_G,Feminino,Moda,Praia,Calcinhas,Slip,2015-10-01,2015-11-25,VINHO,VERMELHO
2529_119_0_P,Feminino,Moda,Praia,Calcinhas,Slip,2015-10-01,2015-12-26,FLORESTA,VERDE
2529_125_0_G,Feminino,Moda,Praia,Calcinhas,Slip,2015-10-01,2015-12-16,ONCA CLASSIC,BEGE
2531_115_0_P,Feminino,Moda,Praia,Tops,Cortininha,2015-10-01,2015-11-12,COBRA CLASSY AZUL,AZUL
2531_125_0_M,Feminino,Moda,Praia,Tops,Cortininha,2015-10-01,2015-10-22,ONCA CLASSIC,BEGE
2531_91_0_G,Feminino,Moda,Praia,Tops,Cortininha,2015-10-01,2015-10-27,BARQUINHOS,AZUL
2531_91_0_P,Feminino,Moda,Praia,Tops,Cortininha,2015-10-01,2015-10-15,BARQUINHOS,AZUL
2533_1000020_0_M,Feminino,Moda,Praia,Tops,,2015-10-01,2016-01-07,AMARELO,AMARELO
2533_1000030_0_G,Feminino,Moda,Praia,Tops,,2015-10-01,2016-01-07,AZUL,AZUL
2533_1000030_0_M,Feminino,Moda,Praia,Tops,,2015-10-01,2016-01-07,AZUL,AZUL
2535_105_0_G,Feminino,Moda,Praia,Tops,Tomara que Caia,2015-10-01,2015-12-26,NEW IKAT PINK,ROSA
2535_105_0_M,Feminino,Moda,Praia,Tops,Tomara que Caia,2015-10-01,2015-12-28,NEW IKAT PINK,ROSA
2535_111_0_P,Feminino,Moda,Praia,Tops,Tomara que Caia,2015-10-01,2016-01-11,TAJ LARANJA,LARANJA
2535_99_0_M,Feminino,Moda,Praia,Tops,Tomara que Caia,2015-10-01,2015-12-28,BALI INDIGO,AZUL
253_1000012_0_40,Feminino,Moda,Roupas,Blusas,Regatas,2015-05-04,2015-05-04,BEGE,BEGE
2541_1000088_0_G,Feminino,Moda,Praia,Tops,Cortininha,2015-10-01,2015-12-09,PINK,ROSA
2541_1000110_0_M,Feminino,Moda,Praia,Tops,Cortininha,2015-10-01,2015-12-16,VERDE AGUA,VERDE
2541_115_0_P,Feminino,Moda,Praia,Tops,Frente Única,2015-10-01,2015-12-19,COBRA CLASSY AZUL,AZUL
2541_121_0_M,Feminino,Moda,Praia,Tops,Frente Única,2015-10-01,2015-12-16,FOLHAGEM TRENDY,VERDE
2541_127_0_P,Feminino,Moda,Praia,Tops,Cortininha,2015-10-01,2015-10-09,NAVY MARINHO,AZUL
2541_40130847_0_G,Feminino,Moda,Praia,Tops,Cortininha,2015-10-01,2015-12-15,BRANCO,BRANCO
2541_40130847_0_P,Feminino,Moda,Praia,Tops,Frente Única,2015-10-01,2016-02-28,BRANCO,BRANCO
2541_87_0_M,Feminino,Moda,Praia,Tops,Frente Única,2015-10-01,2015-09-28,ARABESCO POWER VERMELHO,VERMELHO
2541_87_0_M,Feminino,Moda,Praia,Tops,Cortininha,2015-10-01,2015-09-28,ARABESCO POWER VERMELHO,VERMELHO
2543_1000030_0_G,Feminino,Moda,Praia,Tops,Tomara que Caia,2015-10-01,2016-01-07,AZUL,AZUL
2543_1000030_0_P,Feminino,Moda,Praia,Tops,Tomara que Caia,2015-10-01,2016-01-10,AZUL,AZUL
2543_103_0_G,Feminino,Moda,Praia,Tops,Tomara que Caia,2015-10-01,2015-11-10,NEW IKAT AZUL,AZUL
2543_105_0_P,Feminino,Moda,Praia,Tops,Tomara que Caia,2015-10-01,2016-02-03,NEW IKAT PINK,ROSA
2543_109_0_M,Feminino,Moda,Praia,Tops,Tomara que Caia,2015-10-01,2015-10-23,TAJ AMARELO,AMARELO
2543_119_0_M,Feminino,Moda,Praia,Tops,Tomara que Caia,2015-10-01,2016-02-01,FLORESTA,VERDE
2543_121_0_G,Feminino,Moda,Praia,Tops,Tomara que Caia,2015-10-01,2015-12-29,FOLHAGEM TRENDY,VERDE
2543_40130843_0_P,Feminino,Moda,Praia,Tops,Tomara que Caia,2015-10-01,2015-10-29,PRETO,PRETO
2543_40130847_0_M,Feminino,Moda,Praia,Tops,Tomara que Caia,2015-10-01,2015-10-24,BRANCO,BRANCO
2543_79_0_G,Feminino,Moda,Praia,Tops,Tomara que Caia,2015-10-01,2015-10-22,PITANGA,VERMELHO
2543_87_0_G,Feminino,Moda,Praia,Tops,Tomara que Caia,2015-10-01,2015-12-02,ARABESCO POWER VERMELHO,VERMELHO
2543_97_0_G,Feminino,Moda,Praia,Tops,Tomara que Caia,2015-10-01,2015-10-05,ROPES,DOURADO
2543_97_0_P,Feminino,Moda,Praia,Tops,Tomara que Caia,2015-10-01,2015-09-30,ROPES,DOURADO
2545_115_0_P,Feminino,Moda,Praia,Tops,Frente Única,2015-10-01,2015-11-17,COBRA CLASSY AZUL,AZUL
2545_125_0_P,Feminino,Moda,Praia,Tops,Frente Única,2015-10-01,2015-10-28,ONCA CLASSIC,BEGE
2545_127_0_P,Feminino,Moda,Praia,Tops,Frente Única,2015-10-01,2015-09-28,NAVY MARINHO,AZUL
2545_129_0_P,Feminino,Moda,Praia,Tops,Frente Única,2015-10-01,2015-09-28,LISTRAS VERMELHO,VERMELHO
2545_93_0_M,Feminino,Moda,Praia,Tops,Frente Única,2015-10-01,2015-09-28,BUBBLES,AZUL
2547_111_0_M,Feminino,Moda,Praia,Tops,Tomara que Caia,2015-10-01,2015-12-15,TAJ LARANJA,LARANJA
2559_103_0_G,Feminino,Moda,Praia,Tops,Cortininha,2015-10-01,2016-01-02,NEW IKAT AZUL,AZUL
2559_111_0_P,Feminino,Moda,Praia,Tops,Cortininha,2015-10-01,2015-12-31,TAJ LARANJA,LARANJA
2559_119_0_G,Feminino,Moda,Praia,Tops,Cortininha,2015-10-01,2016-01-08,FLORESTA,VERDE
2559_125_0_M,Feminino,Moda,Praia,Tops,Cortininha,2015-10-01,2016-01-22,ONCA CLASSIC,BEGE
2559_125_0_P,Feminino,Moda,Praia,Tops,Cortininha,2015-10-01,2015-12-28,ONCA CLASSIC,BEGE
2567_40130847_0_M,Feminino,Moda,Praia,Maiôs,,2015-10-01,2015-12-01,BRANCO,BRANCO
2567_87_0_P,Feminino,Moda,Praia,Maiôs,,2015-10-01,2015-10-16,ARABESCO POWER VERMELHO,VERMELHO
2567_97_0_M,Feminino,Moda,Praia,Maiôs,,2015-10-01,2015-10-20,ROPES,DOURADO
2569_107_0_M,Feminino,Moda,Praia,Maiôs,,2015-10-01,2015-12-15,SIMETRIA PB,PRETO
2571_40130843_0_M,Feminino,Moda,Praia,Maiôs,,2015-10-01,2016-02-01,PRETO,PRETO
2571_40130847_0_M,Feminino,Moda,Praia,Maiôs,,2015-10-01,2016-02-03,BRANCO,BRANCO
2575_109_0_G,Feminino,Moda,Praia,Maiôs,,2015-10-01,2015-12-29,TAJ AMARELO,AMARELO
2575_109_0_M,Feminino,Moda,Praia,Maiôs,,2015-10-01,2015-12-27,TAJ AMARELO,AMARELO
2577_40130843_0_U,Feminino,Acessórios,Bolsas,Mini,,2015-09-02,2015-09-03,PRETO,PRETO
2577_5_0_U,Feminino,Acessórios,Bolsas,Mini,,2015-09-02,2015-09-03,CRU,BEGE
2583_1000024_0_U,Feminino,Acessórios,Bolsas,Midi,,2015-09-02,2015-09-05,VERMELHO,VERMELHO
2585_1000030_0_P,Feminino,Moda,Praia,Saídas de Praia,,2015-10-01,2015-11-12,AZUL,AZUL
2587_1000012_0_U,Feminino,Acessórios,Bolsas,Maxi,,2015-09-02,2015-09-15,BEGE,BEGE
2587_1000024_0_U,Feminino,Acessórios,Bolsas,Maxi,,2015-09-02,2015-09-09,VERMELHO,VERMELHO
2589_1000032_0_P,Feminino,Moda,Praia,Saídas de Praia,,2015-10-01,2015-10-28,MARINHO,AZUL
2591_105_0_P,Feminino,Moda,Praia,Saídas de Praia,,2015-10-01,2015-10-28,NEW IKAT PINK,ROSA
2591_111_0_M,Feminino,Moda,Praia,Saídas de Praia,,2015-10-01,2015-11-26,TAJ LARANJA,LARANJA
2593_1000058_0_G,Feminino,Moda,Praia,Saídas de Praia,,2015-10-01,2015-10-19,OFF-WHITE,BRANCO
2593_1000058_0_M,Feminino,Moda,Praia,Saídas de Praia,,2015-10-01,2015-10-27,OFF-WHITE,BRANCO
2595_1000054_0_U,Feminino,Acessórios,Bolsas,Midi,,2015-09-02,2015-09-02,CARAMELO,MARROM
2599_115_0_M,Feminino,Moda,Praia,Saídas de Praia,,2015-10-01,2015-10-30,COBRA CLASSY AZUL,AZUL
2599_121_0_P,Feminino,Moda,Praia,Saídas de Praia,,2015-10-01,2015-10-24,FOLHAGEM TRENDY,VERDE
2599_125_0_G,Feminino,Moda,Praia,Saídas de Praia,,2015-10-01,2015-10-22,ONCA CLASSIC,BEGE
2601_1000054_0_U,Feminino,Acessórios,Cintos,,,2015-09-02,2015-09-04,CARAMELO,MARROM
2609_40130845_0_U,Feminino,Acessórios,Bijoux,Brincos,,2015-09-02,2015-09-05,PRATA,PRATEADO
2611_1000018_0_U,Feminino,Acessórios,Bijoux,Brincos,,2015-09-02,2015-09-16,DOURADO,DOURADO
2613_1000024_0_G,Feminino,Moda,Roupas,Vestidos,Curto,2015-09-02,2015-09-14,VERMELHO,VERMELHO
2613_1000024_0_M,Feminino,Moda,Roupas,Vestidos,Curto,2015-09-02,2015-09-10,VERMELHO,VERMELHO
2613_1000024_0_P,Feminino,Moda,Roupas,Vestidos,Curto,2015-09-02,2015-09-14,VERMELHO,VERMELHO
2613_1000032_0_PP,Feminino,Moda,Roupas,Vestidos,Curto,2015-09-02,2015-09-09,MARINHO,AZUL
2615_1000018_0_U,Feminino,Acessórios,Bijoux,Brincos,,2015-09-02,2015-09-02,DOURADO,DOURADO
2635_1000018_0_U,Feminino,Acessórios,Bijoux,Colares,,2015-09-02,2015-09-09,DOURADO,DOURADO
2637_1000018_0_U,Feminino,Acessórios,Bijoux,Pulseiras,,2015-09-02,2015-09-02,DOURADO,DOURADO
2655_1000032_0_U,Feminino,Acessórios,Bijoux,Colares,,2015-09-02,2015-09-02,MARINHO,AZUL
2657_1000076_0_U,Feminino,Acessórios,Bijoux,Brincos,,2015-09-02,2015-09-02,GRAFITE,CINZA
2661_40130845_0_U,Feminino,Acessórios,Bijoux,Colares,,2015-09-02,2015-09-03,PRATA,PRATEADO
2665_1000036_0_U,Feminino,Acessórios,Bijoux,Colares,,2015-09-02,2015-09-02,CORAL,LARANJA
2671_1000018_0_U,Feminino,Acessórios,Bijoux,Colares,,2015-09-02,2015-09-12,DOURADO,DOURADO
2677_1000058_0_U,Feminino,Acessórios,Bijoux,Colares,,2015-09-02,2015-09-02,OFF-WHITE,BRANCO
2679_1000076_0_U,Feminino,Acessórios,Bijoux,Colares,,2015-09-02,2015-09-03,GRAFITE,CINZA
267_1000010_0_40,Feminino,Moda,Roupas,Blusas,Camisas,2015-05-04,2015-06-07,CREME,BEGE
2681_1000028_0_U,Feminino,Acessórios,Bijoux,Colares,,2015-09-02,2015-09-04,VERDE,VERDE
2681_1000076_0_U,Feminino,Acessórios,Bijoux,Colares,,2015-09-02,2015-09-02,GRAFITE,CINZA
2689_40130843_0_U,Feminino,Acessórios,Bijoux,Pulseiras,,2015-09-02,2015-09-02,PRETO,PRETO
268_1000096_0_36,Feminino,Moda,Roupas,Vestidos,Curto,2015-03-30,2015-05-27,AZUL ESCURO,AZUL
268_1000096_0_40,Feminino,Moda,Roupas,Vestidos,Curto,2015-03-30,2015-07-08,AZUL ESCURO,AZUL
2693_1000036_0_U,Feminino,Acessórios,Bijoux,Pulseiras,,2015-09-02,2015-09-09,CORAL,LARANJA
2697_40130843_0_U,Feminino,Acessórios,Bijoux,Colares,,2015-09-02,2015-09-04,PRETO,PRETO
2769_1000032_0_M,Feminino,Moda,Roupas,Vestidos,Curto,2016-02-29,2016-02-29,MARINHO,AZUL
2775_1000058_0_G,Feminino,Moda,Roupas,Vestidos,Curto,2015-10-05,2015-12-01,OFF-WHITE,BRANCO
2775_1000058_0_P,Feminino,Moda,Roupas,Vestidos,Curto,2015-10-05,2015-11-27,OFF-WHITE,BRANCO
2777_141_0_PP,Feminino,Moda,Roupas,Vestidos,Midi,2015-10-05,2015-11-06,CALEIDO AZUL,AZUL
2779_1000036_0_G,Feminino,Moda,Roupas,Vestidos,Midi,2015-10-05,2015-10-05,CORAL,LARANJA
2779_1000036_0_M,Feminino,Moda,Roupas,Vestidos,Midi,2015-10-05,2015-10-06,CORAL,LARANJA
2779_1000036_0_P,Feminino,Moda,Roupas,Vestidos,Midi,2015-10-05,2015-10-05,CORAL,LARANJA
2779_1000094_0_GG,Feminino,Moda,Roupas,Vestidos,Midi,2015-10-05,2015-10-05,AZUL CLARO,AZUL
2779_1000094_0_M,Feminino,Moda,Roupas,Vestidos,Midi,2015-10-05,2015-10-05,AZUL CLARO,AZUL
2779_161_0_P,Feminino,Moda,Roupas,Vestidos,Midi,2015-10-05,2015-10-05,NATURAL,BEGE
2783_1000036_0_M,Feminino,Moda,Roupas,Vestidos,Curto,2015-10-05,2015-11-13,CORAL,LARANJA
2783_1000036_0_P,Feminino,Moda,Roupas,Vestidos,Curto,2015-10-05,2015-11-18,CORAL,LARANJA
2783_145_0_M,Feminino,Moda,Roupas,Vestidos,Curto,2015-10-05,2015-11-10,DRY FLOWER,BEGE
2783_145_0_PP,Feminino,Moda,Roupas,Vestidos,Curto,2015-10-05,2015-11-14,DRY FLOWER,BEGE
